url,text,source,label
https://www.theguardian.com/environment/2017/apr/29/epa-trump-website-climate-change-peoples-climate-march,"Website ‘undergoing changes’ to reflect agency’s ‘new direction’, as tens of thousands protest inaction on climate in cities across the US

The US Environmental Protection Agency’s main climate change website is “undergoing changes” to better reflect “the agency’s new direction” under Donald Trump.

The American people – not Big Oil – must decide our climate future | Senator Bernie Sanders and Mark Jacobson Read more

The announcement, made late Friday evening, left empty what was previously the “official government site” providing “comprehensive information on the issue of climate change and global warming”.

The change came a day before thousands gathered in Washington DC and other US cities to protest inaction on climate change, and hours before the symbolic 100-day mark of the Trump administration.

At the marquee climate protest, the Peoples Climate March in Washington, tens of thousands made their way down Pennsylvania Avenue in sweltering heat on their way to encircle the White House.

Organizers said about 300 sister marches or rallies were being held around the country, including in Seattle, Boston and San Francisco. In Chicago, marchers headed from the city’s federal plaza to Trump Tower. In Denver, marchers were met with a dose of spring snow.

Some of the marches drew celebrity attendees, including former Vice President Al Gore and actor Leonardo DiCaprio in the capital and senator and former candidate for the Democratic presidential nomination Bernie Sanders at an event in Montpelier, Vermont.

“Honored to join Indigenous leaders and native peoples as they fight for climate justice,” DiCaprio tweeted.

Any marchers who used their phones to look at the EPA climate change website would have been greeted with a message from the new administration: “This page is being updated.”

“As EPA renews its commitment to human health and clean air, land and water, our website needs to reflect the views of the leadership of the agency,” said JP Freire, an associate administrator for public affairs.

Previously, the website housed data on greenhouse gas emissions from large polluters and reports on the effects of climate change and its impact on human health.

“We want to eliminate confusion,” Freire said, “by removing outdated language first and making room to discuss how we’re protecting the environment and human health by partnering with states and working within the law.”

Information from previous administrations is archived as a link from the EPA’s website.

Facebook Twitter Pinterest Demonstrators march in Chicago. Photograph: Joshua Lott/AFP/Getty Images

The EPA is currently led by Scott Pruitt, a former Oklahoma attorney general who has denied that carbon dioxide causes global warming.

The Republicans who care about climate change: 'They are done with the denial' Read more

The Trump administration has called for budget cuts of nearly one-third at the EPA and has sought to weaken protections for human health. For instance, the White House has proposed cutting funding and regulations regarding lead poisoning prevention and is considering rewriting regulations concerning smog.

It has already rolled back a law that prevented coal mining companies from dumping waste in streams.

In an op-ed piece for the Guardian published on Saturday, Sanders made an economic case for a focus on industries meant to ameliorate the effects of climate change, rather than those which contribute to it.

The senator from Vermont wrote: “No matter what agenda President Trump and his administration of climate deniers push, it is clear that jobs in clean energy like wind and solar are growing much more rapidly than jobs in the coal, oil and gas sectors.”",guardian.com,False
https://www.theguardian.com/global/video/2017/apr/28/killer-whales-monterey-bay-humpback-attack-video,"Humpback whales charge orcas in an ‘altruistic’ behavior that pushes the predators away from their favorite prey: seals, dolphins, sea lions and young whales. A pod of nine orcas have killed four grey whales in seven days in the bay",guardian.com,False
https://www.theguardian.com/environment/2017/apr/28/orca-killer-whales-killings-monterey-bay-california,"A group of killer whales in Monterey Bay killed four gray whales in a week, a phenomenon one researcher hasn’t seen in her 30-year career

In an “unprecedented” rash of attacks, a pod of killer whales in Monterey Bay, California, has killed four gray whales in a week, including a calf whose killing was captured on video, according to one marine biologist.

An extraordinary battle between sperm whales and orcas – in pictures Read more

In the most recent attack, the group of nine orcas on Wednesday took only 20 minutes to separate a mother gray whale from her calf and kill the young whale. Attacks usually take hours and often end in failure for the killer whales, said Nancy Black, a marine biologist who recorded the attacks.

“I’ve been studying them for 30 years here,” Black told the Guardian. “This has really never happened before.”

Black said the rate of kills was “like a record” for the pod, which includes four generations of whales, led by a matriarchy. “It’s kind of exciting to see this group and how they’ve gotten really good at hunting,” Black said. “It’s pretty unprecedented just because the same group of killer whales has been feeding on them each time.”

Orcas who are not members of the pod have joined some of the hunts, Black said. During the first hunt, last week, 33 whales joined the attack and subsequent feast. “One whale is a lot of food for one group,” Black said.

Facebook Twitter Pinterest A gray whale in the Baja California peninsula. Photograph: Alejandro Zepeda/EPA

Grey whales have been late to migrate from the lagoons of Mexico up to the coast of northern California this year, and Black hypothesized that the orca killing spree was related to the late start of their hunting season. The last kill, she said, seemed to be a case in which the mother grey whale was herself not healthy enough to protect her calf. “I think the killer whales were getting anxious, almost waiting for them to come.”

Killer whales prey on gray whale and humpback whale calves, seals, sea lions, dolphins, tuna and great white sharks, among other marine life. When they attack other whales, they work like a pack of wolves to separate a mother from her calf, trying to wedge their way between the larger whales while nipping and distracting at the adult. All the while the orcas try to avoid the mother whale’s gigantic tail, powerful enough to seriously injure or kill an orca.

Young orcas hover near the hunt, watching and learning from the other females. Once they separate the grey whales, the orcas concentrate on the calf. “There’s not much the mother can do at that point,” Black said, though mother whales often linger at the scene of the hunt until they are certain their calf is killed.

Humpback whales sometimes fight back as a group against the orcas, Black noted, calling a peculiar behavior “altruistic”. “In areas where killer whales are trying to catch prey,” she said, “the humpbacks come charging in with trumpets blowing, all excited, and they try to prevent the killer whales from killing their prey, whether it’s a seal or even a grey whale.”

Several dozen humpbacks have returned to Monterey early this year, drawing tourists to the Monterey Bay Whale Watch group to which Black belongs. She said it was difficult to say why the humpbacks charged the orcas when humpback calves weren’t threatened. “It could be they’re just trying to get their own predators away from anything they’re hunting at all.”",guardian.com,False
https://www.theguardian.com/us-news/2017/apr/28/the-resistance-now-star-wars-aliens-leonardo-dicaprio-join-the-fight,"Climate march to spoil Trump’s big day

It seems the Earth has a sense of irony. “Record-breaking heat” is possible at the People’s Climate March in DC on Saturday, where thousands of people are planning to protest against the president’s climate change policies on his 100th day in office. Trump’s initiatives include, but are not limited to, a 31% cut in the Environmental Protection Agency and potentially leaving the Paris climate agreement.

Among those suffering in the heat will be former vice-president Al Gore and, apparently, Leonardo DiCaprio. It is likely to take a titanic effort to change the other Wolf of Wall Street’s mind, however, as Trump has repeatedly said that the inception of climate change had nothing to do with mankind. Only 1,361 more days of this to go!

A group of senators, including Resistance regular Bernie Sanders, this week unveiled legislation that aims to transition to 100% clean and renewable energy by 2050.

Facebook Twitter Pinterest The White House did not respond to the Guardian’s questions regarding the president’s hue. Photograph: Mike Nelson/EPA

The resistance’s next target: big banks

Hundreds of thousands of immigrants and their allies will be striking and marching around the country on 1 May. The May Day protests are traditionally led by unions and labor groups, but this year – galvanized by the Trump administration – immigration, racial justice, gender equality and LGBT groups will be playing a big part.

Demonstrations will take place in a number of states. Activist groups are launching a “Corporate Backers of Hate Campaign” on the same day, which will see demonstrations at the offices of companies seen to be supporting or benefiting from the Trump presidency. Targets include JP Morgan Chase, Wells Fargo and Goldman Sachs.

Luke Skywalker v Trump

Trump will be met by thousands of Luke Skywalkers, Hans Solos, and, depending on individuals’ tastes, Jar Jar Binkses when he returns to New York City next week.

It’s the president’s first trip to his home city since inauguration day but he will be met by protests. Given Trump’s visit comes on 4 May (May the fourth be with you, etc), organizers have called for activists to come clad in Star Wars gear.

The president, a noted fan of heavy machinery, will be visiting the USS Intrepid aircraft carrier-cum-museum with the Australian prime minister, Malcolm Turnbull. The NYPD says it costs $308,000 a day to protect Trump during his New York jaunts.

Facebook Twitter Pinterest Protest Trump, you will. Photograph: Alamy

Islamophobia on the rise

There has been a 1,035% spike in Islamophobic incidents at US borders during Trump’s first 100 days, according to the Council on American-Islamic relations (Cair).

In a press conference on Thursday Cair’s executive director, Nihad Awad, said the group, which he founded in 1994, had “never seen a spike” under any previous administration. A coalition of Muslim organizations is holding a two-day meeting in Washington on 1-2 May when they will lobby elected representatives to take action.

What we’re reading

• “Trump is the worst thing that could have happened to the planet,” writes climate activist Bill McKibben, but his catastrophic attitude towards the environment has at least forced politicians, and some private enterprises, to step up.

• In related news, the Trump administration is considering allowing oil and gas companies to drill off the Atlantic seaboard. The president has ordered his interior department to “review offshore areas potentially rich in fossil fuels that were put out of reach of drilling by Barack Obama’s administration”, according to Oliver Milman.

X-files redux

On Wednesday the government launched a new hotline for people to report crimes committed by “illegal aliens”.

It appears to be another anti-immigrant step by the Trump administration – but the plan was reportedly thwarted when people called the hotline to report UFO sightings. Or sightings of Superman. Or Big Foot. You get the idea.",guardian.com,False
https://www.theguardian.com/commentisfree/2017/apr/28/climate-march-washington-dc-trump-administration-environment,,guardian.com,False
https://www.theguardian.com/environment/2017/apr/28/sunscreen-damage-coral-research-oxybenzone,"For years we’ve been told to slap on sunscreen to protect against the harmful effects of the sun’s UV rays. But eco-conscious beachgoers may want to take care with their sunscreen this summer, as studies show that many contemporary sunscreens pose a threat to the ocean environment.

Oxybenzone is a common chemical found in all types of sunscreen, but particularly in the spray-on variety, that researchers have found harms coral, and is in high concentrations at some of the most world’s most popular reefs.

The UV-absorbing chemical found to poison coral in several ways. In a study published in 2015 and in research set for publication later this year, biologists found that oxybenzone contributes to bleaching, has a similar effect on DNA to gasoline, and disrupts reproduction and growth, leaving young corals fatally deformed.

“It causes weird deformities in soft tissue and also causes the coral larvae to encase itself in its own skeleton, in its own coffin,” said Craig Downs, one of the study authors.

The recent research builds on several years of work by teams in Italy, Spain, Israel and Iran, and found that even small doses of oxybenzone – about a drop in six-and-a-half Olympic swimming pools – damages coral. The researchers found concentrations 12 times that rate in popular waters off Hawaii and the US Virgin Islands. Hawaii lawmakers are proposing a ban on the use of such sunscreen on the islands.

In the Caribbean, Downs said, the researchers noticed that bays popular with sunscreen-slathered tourists had dead and sterile coral, while those with little traffic were healthy. “In one there’s just nothing there, it’s a desolate wasteland,” he said. “Two bays over, at a $1,000-a-night resort, where very few people go, there’s lots of coral recruitment, lots of spiny sea urchins.”

The scientists argue that this difference shows that climate change alone is not responsible for coral die-offs, and that such cases add to evidence that pollutants created sterile, “zombie” reefs. Downs’ team has also found that oxybenzone has toxic effects on fish larvae and embryos.

The findings by Downs and his colleagues has some limits, for instance pending review of unpublished work. Mike van Keulen, a biologist at Murdoch University in Australia, also noted that it was performed in a laboratory, raising concerns about how its findings apply in the wild. But Van Keulen agreed that their field readings were very high, meaning Downs’ fears were reasonable, especially around tourist spots like Hawaii, the Caribbean and parts of the Great Barrier Reef.

“The more insidious aspect of the toxicity is the ever-increasing pollution load in the world’s oceans,” van Keulen said. “They’re all connected, and background levels of pollutants are becoming a major concern in even very remote locations.”

Like microplastics, sewage and coastal development, sunscreens add stress that erode coral resilience, he said. “This means that reefs are weakened and can’t bounce back from the global events, like bleaching, acidification, etc.”

Facebook Twitter Pinterest A diver swims above bleaching damage on the corals of the Great Barrier Reef in Australia. Photograph: Greg Torda/Arc Centre Coral Reef Studies Handout/EPA

Hundreds of sunscreen products use oxybenzone, including those made by Coopertone and Banana Boat. Some manufacturers have started to produce sunscreens marketed as “reef friendly”, but scientists warn that, like the labels “healthy” and “natural” for food, there is little to no regulation over such claims and consumers should check ingredients.

L’Oréal, one of the companies that has publicly disputed the research, did not respond to a request for comment. A company researcher, Marc Leonard, told Nature earlier this year that lawmakers should not act without more studies.

Lobbying groups, including the DC-based Consumer Healthcare Products Association, also oppose the ban. The latter group’s vice-president, Carlos Gutiérrez, told Hawaiian lawmakers late last month that he believes climate change is the primary driver of coral death.

We must act immediately to save the Great Barrier Reef | Jules Howard Read more

“A greater standard of evidence must be considered before a product so valuable to people’s health is prohibited,” he said. The American Academy of Dermatology has said oxybenzone is safe for humans, but Downs said that, based on research of its effects, he no longer felt comfortable letting his children in a swimming pool.

Hawaiian tourist agencies have largely argued the ban is needed to protect reefs, one of the state’s most valuable attractions. The National Oceanic and Atmospheric Administration has estimated that coral reefs are worth tens of billions to the US for their value to fisheries, tourism and as buffers against storms.

Regional offices of the National Park Services, including in Hawaii, the Virgin Islands and south Florida, advise swimmers use sunscreens made with zinc oxide or titanium oxide, which biodegrade, and several Mexican preserves require visitors to use biodegradable sunscreens. Downs said that consumers should take extra care not to use sunscreens advertising “nano” zinc oxide or titanium oxide, saying that below 120 or just 100 nanometers is “significantly toxic”.

Scientists also warn against using aerosol cans of sunscreen, because the spray mostly falls on to sand, where it gets washed into the sea or into sea turtle nests.",guardian.com,False
https://www.theguardian.com/us-news/video/2017/apr/29/donald-trump-hails-most-successful-first-100-days-in-history-video,"The US president gives his weekly address as he reaches 100 days in office, which he says have been the most successful in history. He refers to job creation in the automotive industry, the Dakota pipeline and the appointment of Neil Gorsuch as a supreme court judge as some of his most important achievements",guardian.com,False
https://www.theguardian.com/environment/2017/mar/24/keystone-xl-pipeline-approval-timeline-obama-trump,"The expansion, which was originally proposed in 2008 and faced strong protest from environmental advocates, secures permit to start building from Trump

2008

TransCanada proposes expanding an existing pipeline to transport oil from Hardisty, Alberta to Port Arthur, Texas, to transfer Canadian tar sands oil to US refineries. It was scheduled to be completed by 2013.

July 2010

The Environmental Protection Agency concludes that a state department assessment of the environmental impact of pipeline was insufficient, slowing the approval process.

Resurrection of Keystone and DAPL cements America's climate antagonism Read more

November 2011

With a US government decision on the pipeline due by the end of 2011, thousands of people protest at the White House in a bid to persuade Barack Obama to block it. Environmental groups frame the decision as one that will define Obama’s legacy on climate change.

US state department, which is involved because the pipeline crosses the US-Canada border, tells TransCanada to reroute the pipeline. TransCanada agrees.



January 2012

Obama rejects TransCanada’s application to build the pipeline, but holds the door open to considering a new submission.

May 2012

TransCanada submits new application to the US state department for the northern section of the project.

March 2013

The state department publishes an environmental review which says the pipeline would not have a big impact on greenhouse gas emissions. The southern leg of the pipeline, from Cushing, Oklahoma, to the gulf coast, is also completed in 2013.

January 2014

The state department reiterates its view that carbon emissions from the project would not be significant.

November 2014

A Senate bill to approve the pipeline fails to secure enough votes.

January 2015

The Nebraska supreme court approves the route of the pipeline through the state, removing one of the last obstacles to the project and placing the ball in Obama’s court.

February 2015



Obama uses his presidential powers to veto a Republican bill that would allow the pipeline to go ahead.

How Keystone XL and Dakota Access went from opposition to resurrection Read more

November 2015



Weeks before the historic Paris climate change conference, Obama says the state department has rejected the pipeline and he agrees with the decision. He argued it would undercut US leadership on reducing carbon emissions. TransCanada said the decision was bad for the US and Canadian economies.

January 2017



Within days of taking office, Donald Trump signs an executive order to revive the Keystone XL pipeline, as well as the fiercely opposed Dakota Access pipeline. Two days later, TransCanada submits a presidential permit application to the state department.

March 2017



The state department issues a permit allowing the pipeline to be built. It says foreign policy and energy security and environmental issues were all considered.",guardian.com,False
https://www.theguardian.com/environment/2017/mar/24/keystone-xl-pipeline-permit-trump-administration,"President ushers in ‘new era of American energy policy’ Friday as environmental activists denounce revived oil pipeline as a ‘disaster for the planet’

Donald Trump announced a “new era of American energy policy” as he signed the presidential permit allowing TransCanada to build the Keystone XL pipeline.

“It’s going to be an incredible pipeline. Greatest technology known to man. Or woman. And frankly, we’re very proud of it,” said Trump in the Oval Office on Friday morning.

The proposed Keystone XL pipeline, which had been suspended after years of opposition by environmental and Native American activists and others, would carry 800,000 barrels of tar sands oil from the fields in Alberta, Canada, to Steele City, Nebraska, where it would meet another Keystone pipeline to send the oil to refineries on the gulf coast.

Keystone pipeline will create just 35 permanent jobs. Don't believe the lies | Congressman Raul M Grijalva Read more

Activist groups vowed that the pipeline project would not be resurrected and said Trump did not understand the process to restart it.

“Game on,” said Bill McKibben, co-founder of the environmental advocacy group 350.org, in a conference call with reporters. “The fight will be very real, and very intense. There are millions and millions of Americans who are committed to ensuring the Keystone Pipeline never gets built.

“The president, as he approved this thing this morning, as he issued the permit, he turned to the CEO of the Canadian company to build it and said: ‘When does construction start?’

“And the actual answer to that is, never. This project is going to be fought at every turn.”

In his Oval Office appearance, Trump was told that in order to move forward, the project still would need a state permit issued by Nebraska, which the pipeline would cross. The president responded that the state governor, Pete Ricketts, the scion of a billionaire family of prominent Republican donors, is “a fantastic governor, I’ll call him today”.

But Jane Kleeb, president of the activist group Bold Alliance, told reporters that the governor did not control the permitting process, and that the approval of five elected commissioners in Nebraska would be required to move it forward.

“[Trump] is so arrogant to think that a phone call to Governor Ricketts would somehow grant and green-light this project in our state,” Kleeb said. “News flash to President Trump: Governor Ricketts actually has no role in the permitting process in Nebraska.”

In his Oval Office appearance, Trump addressed Russ Girling, the president and CEO of TransCanada, joking about the years of delays the project has faced because of strong objections from local community and environmental grassroots protests against the pipeline.

“I hope you don’t pay your consultants anything because they had nothing to do with the approval. In fact, you should ask for your hundreds of millions of dollars back that you pay them because they didn’t do a damn thing except give you a no vote, right?” quipped Trump.

The president also seemed surprised by some details of the announcement, exclaiming “Wow!” when reading out a statement that the pipeline would be 900 miles long.

The state department says it is confident that building the pipeline serves the US national interest. That is the opposite conclusion to the one the state department reached during the Obama administration.

“In making his determination that issuance of this permit would serve the national interest, the under secretary considered a range of factors, including but not limited to foreign policy; energy security; environmental, cultural and economic impacts; and compliance with applicable law and policy,” the department said, according to the Hill website.

The remarks contrasted sharply with Barack Obama’s comments in November 2015, when he rejected the Keystone XL deal after seven years of political debate and grassroots campaigning.

“America is now a global leader when it comes to taking serious action on climate change,” declared Obama then.

“Frankly, approving that project would have undercut that global leadership, and that is the biggest risk we face: not acting.”

The pipeline is to run over the Ogallala aquifer, a huge underground reservoir in the Great Plains that provides water access to millions, including several Native American tribes.

Environmental activists condemned Trump’s plan. .

The author and activist Naomi Klein, a longtime Keystone opponent, called it “a disaster for the planet” in a statement:

“This is no surprise coming from a State Department headed by a man who was CEO of Exxon until a couple of months ago, and from a White House for whom digging up planet-destabilizing carbon is the centrepiece of its jobs plan, despite the fact that renewables and energy efficiency have the capacity to create exponentially more jobs.”

Klein went on to note the hypocritical actions of liberal Canadian politicians involved in approving the project: “A greater scandal is that Keystone’s approval has been cheered on by the Liberal prime minister of Canada and the social democratic premier of Alberta, both of whom position themselves as bold climate leaders. And both of whom have collaborated to win the approval of two other tar sands pipeline projects in the past few months: Enbridge’s Line 3 and Kinder Morgan’s Trans Mountain expansion.”

Resurrection of Keystone and DAPL cements America's climate antagonism Read more

Although the state department noted the economic impact in its decision, the project will result in only 35 permanent jobs after initial construction.

The permit was signed by Tom Shannon, a career diplomat serving as under secretary of state for political affairs. That is because secretary of state Rex Tillerson recused himself due to his previous work running Exxon Mobil.

Just four weeks after Obama halted the Keystone XL pipeline, the US joined nearly 200 countries in pledging to cut carbon emissions in the historic Paris climate deal.

Throughout the election campaign, Trump promised to withdraw the US from the Paris accord, although in late November he said he had an “open mind” about the plan.

",guardian.com,False
https://www.theguardian.com/us-news/2017/mar/09/rex-tillerson-keystone-xl-pipeline-exxonmobil-state-department,"Greenpeace argued that ExxonMobil, where secretary of state was CEO, would ‘directly and predictably’ benefit from approval of multibillion-dollar pipeline

The US secretary of state, Rex Tillerson, has recused himself from issues related to TransCanada Corp’s application for a permit for the Keystone XL pipeline, the state department said in a letter on Thursday to the environmental group Greenpeace.

“He has not worked on that matter at the Department of State, and will play no role in the deliberations or ultimate resolution of TransCanada’s application,” said the letter from Katherine McManus, the state department’s deputy legal adviser.

McManus’s letter came after Greenpeace wrote to officials at the state department and the Office of Government Ethics on Wednesday, urging Tillerson to recuse himself from any decisions on the multibillion-dollar pipeline, given his former role as chief executive officer of ExxonMobil.

How Keystone XL and Dakota Access went from opposition to resurrection Read more

Greenpeace argued in its letter that ExxonMobil would “directly and predictably” benefit from the approval of Keystone XL because the firm has investments in Canadian oil sands.

Tillerson recused himself from the matter in early February, McManus wrote.

TransCanada tried for more than five years to build the 1,179 mile (1,897km) pipeline, until Barack Obama rejected it in 2015.

TransCanada resubmitted its application for the Keystone project in January, after Donald Trump signed an order smoothing its path.

The line is designed to link existing pipeline networks in Canada and the United States to bring crude from Alberta and North Dakota to refineries in Illinois en route to the Gulf of Mexico.

Exxon has a majority stake in Imperial Oil, a Calgary, Alberta-based company that operates the Kearl oil sands project in northern Alberta.

“ExxonMobil could benefit from the approval of the pipeline if it has specific contracts or agreements with TransCanada either to transport their Canadian tar sands production, or to receive such shipments at their US refineries,” Greenpeace wrote in its letter on Wednesday.

Tillerson wrote in a January letter to McManus that for one year after his resignation from ExxonMobil, he “will not participate personally and substantially in any particular matter involving specific parties in which I know that ExxonMobil is a party or represents a party, unless I am first authorized to participate”.

He also wrote that “on a case-by-case basis”, he would recuse himself “from participation in any particular matter involving specific parties in which I determine that a reasonable person with knowledge of the relevant facts would question my impartiality in the matter, unless I am first authorized to participate”.",guardian.com,False
